SK_ID_CURR,TARGET
100001,0.07855846225239209
100005,0.13786389987061354
100013,0.08214688492005101
100028,0.08101303034069354
100038,0.13247125621359204
100042,0.06422093357201757
100057,0.09432507497498771
100065,0.1093736170399453
100066,0.0551518243078532
100067,0.09381686560002263
100074,0.08042550682126909
100090,0.12492365574383098
100091,0.1177474669244138
100092,0.11034620907746882
100106,0.1328231416548956
100107,0.10367158636500717
100109,0.1123448349928632
100117,0.09172984661180966
100128,0.07420164687712011
100141,0.10712369102041577
100150,0.07947808018812845
100168,0.06653170271259393
100169,0.04988799885710101
100170,0.09061447142002893
100171,0.10866746942766763
100172,0.134053222186789
100184,0.08374817350545316
100187,0.07134600948119198
100212,0.08783844859341482
100222,0.1028559346297849
100223,0.06379017449698038
100232,0.07499592784330059
100241,0.13572619036463482
100245,0.0787549827962541
100253,0.06688733313135052
100256,0.10172976363403803
100271,0.06724674057892842
100278,0.12090748280051726
100280,0.07308347636901963
100306,0.14151757837600076
100311,0.12081444448774026
100312,0.07171710410637958
100330,0.09066461868769819
100331,0.10619474401381959
100352,0.09664113292468522
100358,0.11645416563532691
100367,0.10006995360200037
100382,0.08531852605254259
100384,0.07929599342937753
100385,0.10182798964562655
100386,0.08523090815991127
100399,0.07860785622936253
100404,0.07741383854395663
100416,0.07102695894360597
100422,0.14232326320883795
100426,0.08737891717652546
100438,0.07361168221488805
100444,0.10477829934774596
100445,0.12465402707552642
100446,0.10604259605179608
100447,0.07480873184959204
100450,0.08375509362739633
100466,0.09756016790314262
100483,0.07766815373887744
100484,0.0616347091973339
100494,0.09167802078071922
100510,0.12312824336386288
100512,0.07085440003285613
100517,0.08023384824652147
100548,0.06591404568081422
100551,0.08095731952272027
100552,0.12985092620342809
100553,0.08825493765424915
100561,0.09994153374319785
100568,0.1370259334013569
100569,0.06981198640539572
100591,0.10379371701466768
100592,0.06114542769756589
100602,0.09604950833708241
100607,0.09445603516964649
100613,0.09378989192598823
100617,0.07482055453141997
100618,0.10607503908907337
100622,0.15251051036348817
100625,0.10451554901648269
100677,0.09370063691827976
100699,0.08870376095629441
100702,0.1439528656203458
100711,0.07705128770334697
100729,0.14677384151216363
100740,0.11864548739658369
100744,0.11159697871995665
100745,0.10319489424686204
100747,0.1048133845044643
100751,0.11375348342382689
100752,0.09459677670231821
100753,0.14721195270545268
100754,0.11614132550679641
100760,0.11373791563483397
100762,0.10139408888139714
100763,0.08540535002064405
100765,0.08629158277462616
100770,0.09711935359620136
100772,0.08461702791288217
100777,0.08953249777691481
100791,0.07516783683253342
100792,0.07288671128720821
100797,0.10062633321541686
100823,0.10205449171759624
100826,0.10473288527384578
100830,0.07424277526074882
100836,0.12623670555582214
100872,0.09114569659484387
100910,0.09676945967008564
100913,0.0750573208436117
100918,0.09314331117970139
100931,0.06781210447144377
100952,0.11894314276517497
100953,0.08772493673049188
100965,0.11406557405763347
100970,0.08810424602360731
100982,0.11354352736108758
100983,0.0971020628826507
100984,0.07373236875806169
100987,0.11908712204596392
100997,0.08486526306913098
100998,0.12869792208862652
101002,0.11225367027408815
101005,0.1350887466137216
101008,0.130335823556418
101020,0.11220318530873398
101021,0.10937477155078314
101024,0.08554314696655298
101025,0.13551030899896546
101026,0.09453423757204722
101031,0.08651725353911564
101041,0.07202220832849095
101051,0.060842021355797624
101055,0.10089597315083915
101056,0.11290586769859089
101057,0.10864358824745637
101064,0.08016168216893929
101079,0.09638449981060968
101087,0.0919637804881139
101090,0.07038629894928934
101092,0.09492394724830873
101097,0.11246014446318951
101099,0.06880174119435989
101107,0.10764559427710338
101118,0.10793648589694312
101125,0.09690958388946944
101126,0.08038754459187605
101128,0.11876237146620286
